gene_id,symbol,gene_name,log2_fold_change,Pvalue,FDR,name,logCPM
ENSMUSG00000018293,Pfn1,profilin 1,1.77916433,4.40E-17,8.55E-15,2,8.999134227
ENSMUSG00000040667,Nup88,nucleoporin 88,1.305213289,2.67E-07,5.17E-06,2,6.479923358
ENSMUSG00000020803,Txndc17,thioredoxin domain containing 17,1.228902796,1.57E-05,0.000178695,2,6.505695154
ENSMUSG00000040447,Spns2,spinster homolog 2,1.735478992,1.31E-09,4.61E-08,2,5.945572321
ENSMUSG00000020774,Aspa,aspartoacylase,1.016840697,0.004102643,0.018858508,2,5.57197976
ENSMUSG00000038195,Rilp,Rab interacting lysosomal protein,1.219743993,0.000313473,0.002236013,2,5.615968928
ENSMUSG00000020849,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",2.025049021,4.76E-27,8.45E-24,2,9.369991124
ENSMUSG00000002064,Sdf2,stromal cell derived factor 2,1.148845178,1.93E-05,0.000213645,2,6.397159151
ENSMUSG00000017390,Aldoc,"aldolase C, fructose-bisphosphate",1.492515042,0.001423392,0.007884908,2,4.644631891
ENSMUSG00000051232,Tmem199,transmembrane protein 199,1.270429943,0.002093344,0.010950207,2,4.470094671
ENSMUSG00000001105,Ift20,intraflagellar transport 20,1.220897187,2.52E-06,3.73E-05,2,6.448704394
ENSMUSG00000017677,Wsb1,WD repeat and SOCS box-containing 1,1.350258118,8.58E-05,0.000754514,2,5.754977361
ENSMUSG00000035575,Utp6,UTP6 small subunit processome component,1.032995079,4.94E-05,0.000475882,2,7.209950838
ENSMUSG00000020707,Rnf135,ring finger protein 135,1.079798112,0.007175824,0.029253837,2,5.000536973
ENSMUSG00000019122,Ccl9,chemokine (C-C motif) ligand 9,1.368844111,1.56E-08,4.16E-07,2,6.739722642
ENSMUSG00000020679,Hnf1b,HNF1 homeobox B,1.160247901,0.001107618,0.00637303,2,5.312638889
ENSMUSG00000051452,Gm11437,predicted gene 11437,1.350759409,0.003807876,0.017779623,2,4.909460344
ENSMUSG00000018405,Mrm1,mitochondrial rRNA methyltransferase 1,2.168636088,0.004354124,0.019780482,2,2.477753937
ENSMUSG00000020513,Tubd1,"tubulin, delta 1",1.884927942,0.000170747,0.001339472,2,3.891226622
ENSMUSG00000020495,Smg8,"smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)",1.012165638,0.00549491,0.023847718,2,5.227818826
ENSMUSG00000020485,Supt4a,"SPT4A, DSIF elongation factor subunit",1.706471116,4.64E-05,0.000451172,2,4.566788744
ENSMUSG00000023723,Mrps23,mitochondrial ribosomal protein S23,1.109247156,0.000344183,0.002413748,2,5.950236868
ENSMUSG00000000278,Scpep1,serine carboxypeptidase 1,1.167075264,4.68E-06,6.35E-05,2,7.277915335
ENSMUSG00000020546,Stxbp4,syntaxin binding protein 4,1.800370889,0.004054147,0.018683938,2,2.900172873
ENSMUSG00000020877,Scrn2,secernin 2,1.138963922,0.000158387,0.001255981,2,6.355544766
ENSMUSG00000001445,Mrpl10,mitochondrial ribosomal protein L10,1.398057329,1.66E-06,2.56E-05,2,6.857726192
ENSMUSG00000071415,Rpl23,ribosomal protein L23,1.067739354,3.48E-05,0.000354272,2,6.607208112
ENSMUSG00000017404,Rpl19,ribosomal protein L19,1.57258025,9.43E-05,0.000817069,2,4.590353591
ENSMUSG00000020889,Nr1d1,"nuclear receptor subfamily 1, group D, member 1",1.121723888,0.000181897,0.001407413,2,6.766131669
ENSMUSG00000017747,Ghdc,GH3 domain containing,1.391037736,8.31E-05,0.000736886,2,5.837623511
ENSMUSG00000017188,Coa3,cytochrome C oxidase assembly factor 3,1.620158258,1.55E-08,4.14E-07,2,6.370618013
ENSMUSG00000034757,Tmub2,transmembrane and ubiquitin-like domain containing 2,1.091262642,0.000776365,0.00474365,2,6.268068175
ENSMUSG00000056938,Acbd4,acyl-Coenzyme A binding domain containing 4,1.018774844,0.000118355,0.000990346,2,7.071793265
ENSMUSG00000001983,Taco1,translational activator of mitochondrially encoded cytochrome c oxidase I,1.306224778,6.75E-05,0.00062223,2,6.225121949
ENSMUSG00000069631,Strada,STE20-related kinase adaptor alpha,2.177561902,0.005849712,0.024927331,2,2.235809064
ENSMUSG00000044811,Cd300c2,CD300C molecule 2,1.959015429,0.009744954,0.037236864,2,2.716628221
ENSMUSG00000018861,Fdxr,ferredoxin reductase,1.523848065,9.84E-06,0.000120635,2,5.060629642
ENSMUSG00000050628,Ubald2,UBA-like domain containing 2,1.282689073,0.01149583,0.04256675,2,4.388511626
ENSMUSG00000034120,Srsf2,serine and arginine-rich splicing factor 2,1.003484017,5.70E-05,0.00053928,2,7.138788294
ENSMUSG00000017713,Tha1,threonine aldolase 1,1.8489622,0.00151025,0.008272446,2,3.141876164
ENSMUSG00000017466,Timp2,tissue inhibitor of metalloproteinase 2,1.209299116,0.000107447,0.00091319,2,5.667055127
ENSMUSG00000033880,Lgals3bp,"lectin, galactoside-binding, soluble, 3 binding protein",1.32765025,5.84E-07,1.03E-05,2,7.998916002
ENSMUSG00000039989,Cbx4,chromobox 4,1.017401981,0.000694596,0.004355323,2,6.218499425
ENSMUSG00000084983,Gm11789,predicted gene 11789,1.704121016,8.44E-10,3.17E-08,2,5.996661495
ENSMUSG00000025138,Sirt7,sirtuin 7,1.575279811,5.22E-08,1.23E-06,2,6.382911631
ENSMUSG00000025142,Aspscr1,"alveolar soft part sarcoma chromosome region, candidate 1 (human)",1.007042558,5.45E-05,0.000518633,2,7.304606384
ENSMUSG00000025175,Fn3k,fructosamine 3 kinase,2.335531268,2.22E-11,1.25E-09,2,4.640041743
ENSMUSG00000113651,Gm4900,predicted gene 4900,1.571820762,0.000879436,0.005247076,2,4.173668047
ENSMUSG00000033715,Akr1c14,"aldo-keto reductase family 1, member C14",1.017569286,5.51E-06,7.28E-05,2,10.70226
ENSMUSG00000021213,Akr1c13,"aldo-keto reductase family 1, member C13",1.582103791,6.50E-10,2.53E-08,2,7.886820133
ENSMUSG00000071551,Akr1c19,"aldo-keto reductase family 1, member C19",1.255289629,5.81E-05,0.000547765,2,8.722432758
ENSMUSG00000021211,Akr1c12,"aldo-keto reductase family 1, member C12",1.066259672,0.000231878,0.001729558,2,7.935816924
ENSMUSG00000021210,Akr1c6,"aldo-keto reductase family 1, member C6",1.751892754,1.02E-13,9.60E-12,2,11.39224999
ENSMUSG00000054757,Akr1c20,"aldo-keto reductase family 1, member C20",1.216639224,3.18E-07,5.96E-06,2,8.257361984
ENSMUSG00000057554,Lgals8,"lectin, galactose binding, soluble 8",1.32647457,8.03E-12,5.12E-10,2,8.707865311
ENSMUSG00000101355,H3c10,H3 clustered histone 10,2.395351347,0.000167783,0.001320385,2,3.339807266
ENSMUSG00000114279,H2bc14,H2B clustered histone 14,2.016303245,0.004545996,0.020480042,2,3.346584587
ENSMUSG00000067455,H4c11,H4 clustered histone 11,2.025192327,0.000604545,0.00388558,2,3.687014846
ENSMUSG00000064288,H4c12,H4 clustered histone 12,2.529926071,0.013157603,0.047393288,2,3.963723653
ENSMUSG00000063021,H2ac15,H2A clustered histone 15,3.915458876,1.68E-06,2.58E-05,2,1.708962525
ENSMUSG00000095217,H2bc15,H2B clustered histone 15,3.304939105,0.000575254,0.003729256,2,3.271269878
ENSMUSG00000058773,H1f5,"H1.5 linker histone, cluster member",2.599485482,0.000154634,0.00122936,2,2.812949676
ENSMUSG00000101972,H3c11,H3 clustered histone 11,3.181385534,1.89E-11,1.09E-09,2,3.525822944
ENSMUSG00000069300,H2bc11,H2B clustered histone 11,2.914688945,5.39E-06,7.16E-05,2,2.88783569
ENSMUSG00000084038,Gm11295,predicted gene 11295,1.966585233,0.008583559,0.033583377,2,2.602129394
ENSMUSG00000060981,H4c8,H4 clustered histone 8,2.313404788,6.09E-23,4.74E-20,2,8.148990785
ENSMUSG00000114456,H2bc9,H2B clustered histone 9,4.062199863,8.40E-10,3.17E-08,2,2.594557761
ENSMUSG00000100210,H3c7,H3 clustered histone 7,1.795221623,2.97E-07,5.65E-06,2,5.7300902
ENSMUSG00000069274,H4c6,H4 clustered histone 6,3.863160145,2.71E-21,1.46E-18,2,4.77159431
ENSMUSG00000052565,H1f3,"H1.3 linker histone, cluster member",1.857360729,4.57E-07,8.23E-06,2,6.78492313
ENSMUSG00000069273,H3c6,H3 clustered histone 6,1.831291538,2.44E-11,1.35E-09,2,6.284537138
ENSMUSG00000058385,H2bc8,H2B clustered histone 8,1.905578605,1.54E-06,2.41E-05,2,4.839373334
ENSMUSG00000069268,H2bc7,H2B clustered histone 7,4.63410166,7.64E-05,0.000688547,2,0.931836248
ENSMUSG00000099583,H3c4,H3 clustered histone 4,2.565492562,0.000588518,0.003795451,2,2.355141608
ENSMUSG00000061482,H4c4,H4 clustered histone 4,1.581159805,1.05E-11,6.42E-10,2,7.654467579
ENSMUSG00000047246,H2bc6,H2B clustered histone 6,2.140349716,2.78E-07,5.37E-06,2,4.854952736
ENSMUSG00000018102,H2bc4,H2B clustered histone 4,1.886243838,1.94E-13,1.77E-11,2,7.970766928
ENSMUSG00000060678,H4c3,H4 clustered histone 3,2.195173572,2.31E-20,9.56E-18,2,7.635066172
ENSMUSG00000036181,H1f2,"H1.2 linker histone, cluster member",1.120362958,0.000696405,0.004362266,2,8.486305581
ENSMUSG00000069310,H3c3,H3 clustered histone 3,2.94302948,5.12E-10,2.05E-08,2,4.238405225
ENSMUSG00000061615,H2ac4,H2A clustered histone 4,2.856543625,7.21E-11,3.66E-09,2,4.053610976
ENSMUSG00000069267,H3c2,H3 clustered histone 2,1.587665015,0.002066824,0.010825145,2,4.126459005
ENSMUSG00000060093,H4c1,H4 clustered histone 1,2.434660951,0.000587469,0.003790653,2,5.159748699
ENSMUSG00000069265,H3c1,H3 clustered histone 1,3.251919518,5.37E-22,3.34E-19,2,5.175694196
ENSMUSG00000049539,H1f1,"H1.1 linker histone, cluster member",2.079219791,3.66E-05,0.000369589,2,4.306168088
ENSMUSG00000036110,Slc17a2,"solute carrier family 17 (sodium phosphate), member 2",1.140599454,0.000384073,0.002648677,2,8.79673866
ENSMUSG00000006717,Acot13,acyl-CoA thioesterase 13,1.63717778,8.51E-12,5.34E-10,2,6.463878957
ENSMUSG00000006711,D130043K22Rik,RIKEN cDNA D130043K22 gene,1.685730029,3.80E-07,6.98E-06,2,5.507522872
ENSMUSG00000086448,9330162012Rik,cDNA RIKEN 9330162012 gene,1.319296754,0.006054934,0.02559043,2,3.940677631
ENSMUSG00000080840,Gm11349,predicted gene 11349,2.767024389,0.007520983,0.03040179,2,1.722920355
ENSMUSG00000006191,Cdkal1,CDK5 regulatory subunit associated protein 1-like 1,1.06678934,0.001708122,0.009186329,2,5.547130042
ENSMUSG00000038462,Uqcrfs1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",1.102162561,3.17E-08,7.95E-07,2,9.286223721
ENSMUSG00000045827,Serpinb9,"serine (or cysteine) peptidase inhibitor, clade B, member 9",1.966769665,1.43E-06,2.25E-05,2,4.65103366
ENSMUSG00000046949,Nqo2,N-ribosyldihydronicotinamide quinone reductase 2,1.826037664,5.62E-16,8.11E-14,2,8.473158524
ENSMUSG00000071451,Psmg4,"proteasome (prosome, macropain) assembly chaperone 4",1.768767779,0.000620632,0.003969617,2,3.646288077
ENSMUSG00000021360,Gcnt2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme",1.132652415,0.000226851,0.001697149,2,6.834563661
ENSMUSG00000078915,Hsp25-ps1,"heat shock protein 25, pseudogene 1",1.811086374,0.013091311,0.047209211,2,2.803128674
ENSMUSG00000048368,Omd,osteomodulin,1.615071749,0.008130471,0.032138986,2,3.226511769
ENSMUSG00000062248,Cks2,CDC28 protein kinase regulatory subunit 2,2.049009474,2.50E-05,0.000265039,2,3.748963783
ENSMUSG00000021468,Sptlc1,"serine palmitoyltransferase, long chain base subunit 1",1.128777663,2.43E-05,0.00025944,2,6.976768629
ENSMUSG00000025868,Higd2a,"HIG1 domain family, member 2A",1.633464856,5.93E-10,2.34E-08,2,7.008972997
ENSMUSG00000021493,Pdlim7,PDZ and LIM domain 7,2.137665643,0.000570198,0.003704202,2,3.071186704
ENSMUSG00000058569,Tmed9,transmembrane p24 trafficking protein 9,1.108499555,0.000152166,0.001212067,2,7.028891943
ENSMUSG00000021501,Caml,calcium modulating ligand,1.296249311,6.55E-05,0.000606136,2,5.563007136
ENSMUSG00000021539,Lect2,leukocyte cell-derived chemotaxin 2,1.623406944,3.95E-08,9.64E-07,2,7.948331305
ENSMUSG00000113637,Gm7049,predicted gene 7049,1.239469328,0.003300514,0.015845016,2,6.316599811
ENSMUSG00000021477,Ctsl,cathepsin L,1.450571834,6.87E-10,2.65E-08,2,10.14506777
ENSMUSG00000021520,Uqcrb,ubiquinol-cytochrome c reductase binding protein,1.937099019,1.49E-15,2.04E-13,2,7.229282742
ENSMUSG00000100235,Gm28557,predicted gene 28557,1.921821043,0.004747067,0.021216761,2,2.88783569
ENSMUSG00000057396,Zfp759,zinc finger protein 759,2.496873211,0.002991547,0.014661763,2,2.084242872
ENSMUSG00000021576,Pdcd6,programmed cell death 6,1.552712831,3.06E-10,1.28E-08,2,7.476476361
ENSMUSG00000021583,Erap1,endoplasmic reticulum aminopeptidase 1,1.016029601,3.00E-06,4.35E-05,2,9.022773708
ENSMUSG00000021591,Glrx,glutaredoxin,1.095207266,0.00034215,0.002403558,2,6.324791407
ENSMUSG00000021592,Arsk,arylsulfatase K,1.482971594,2.60E-05,0.000273432,2,5.169337131
ENSMUSG00000069170,Adgrv1,adhesion G protein-coupled receptor V1,1.523797958,0.003311511,0.015883036,2,4.473194669
ENSMUSG00000021548,Ccnh,cyclin H,1.019968805,0.001256351,0.007100669,2,5.997738266
ENSMUSG00000021615,Xrcc4,X-ray repair complementing defective repair in Chinese hamster cells 4,1.396005716,0.000861136,0.005152724,2,4.928075089
ENSMUSG00000074768,Bhmt,betaine-homocysteine methyltransferase,1.701054942,8.06E-07,1.38E-05,2,11.16586152
ENSMUSG00000021671,Poc5,POC5 centriolar protein,1.41371151,0.005710771,0.024476984,2,3.976887999
ENSMUSG00000041747,Utp15,UTP15 small subunit processome component,1.135155585,0.002765222,0.013786196,2,5.057879139
ENSMUSG00000092116,Gm10320,predicted pseudogene 10320,2.553338941,3.60E-05,0.000364249,2,2.602129394
ENSMUSG00000021650,Ptcd2,pentatricopeptide repeat domain 2,1.114514806,8.80E-05,0.000770991,2,6.483914336
ENSMUSG00000021645,Smn1,survival motor neuron 1,1.277752059,0.012111666,0.044293075,2,4.065983545
ENSMUSG00000114759,Gm10257,predicted gene 10257,1.292607072,0.005375868,0.02344565,2,4.290367643
ENSMUSG00000021712,Trim23,tripartite motif-containing 23,1.389179258,2.57E-06,3.79E-05,2,6.229577105
ENSMUSG00000071180,Smim15,small integral membrane protein 15,1.943107773,8.32E-09,2.37E-07,2,5.406628811
ENSMUSG00000032727,Mier3,MIER family member 3,1.122118419,0.000652795,0.004126262,2,5.996302392
ENSMUSG00000021764,Ndufs4,NADH:ubiquinone oxidoreductase core subunit S4,1.00464904,4.68E-05,0.000454942,2,6.935986197
ENSMUSG00000114540,Gm6421,predicted pseudogene 6421,2.778452939,9.36E-12,5.79E-10,2,3.931691342
ENSMUSG00000037361,Sf3b6,"splicing factor 3B, subunit 6",1.329744784,6.05E-06,7.92E-05,2,6.536705517
ENSMUSG00000112006,Gm48633,"predicted gene, 48633",1.308644144,0.001292265,0.007268624,2,5.214568146
ENSMUSG00000054364,Rhob,ras homolog family member B,1.017491379,0.005467804,0.023771566,2,6.873305274
ENSMUSG00000020621,Rdh14,retinol dehydrogenase 14 (all-trans and 9-cis),1.245845461,0.00032562,0.00230043,2,5.458479155
ENSMUSG00000066632,Pgk1-rs7,"phosphoglycerate kinase-1, related sequence-7",1.068934845,0.003625484,0.017062553,2,5.616903588
ENSMUSG00000061458,Nol10,nucleolar protein 10,1.232193597,0.003341968,0.015992926,2,4.617281008
ENSMUSG00000062352,Itgb1bp1,integrin beta 1 binding protein 1,1.397798431,0.000313624,0.002236013,2,4.695172966
ENSMUSG00000054309,Cpsf3,cleavage and polyadenylation specificity factor 3,1.045714411,0.00039958,0.00274193,2,6.548294444
ENSMUSG00000020644,Id2,inhibitor of DNA binding 2,2.340569198,3.42E-05,0.000350774,2,8.351949159
ENSMUSG00000020629,Adi1,acireductone dioxygenase 1,1.932958016,8.15E-24,9.22E-21,2,9.264962888
ENSMUSG00000020572,Nampt,nicotinamide phosphoribosyltransferase,2.553281834,2.26E-05,0.000243756,2,8.767782785
ENSMUSG00000050103,Agmo,alkylglycerol monooxygenase,1.108699327,1.39E-07,2.94E-06,2,8.847415177
ENSMUSG00000014905,Dnajb9,DnaJ heat shock protein family (Hsp40) member B9,1.054660708,0.000408264,0.002795352,2,7.979473789
ENSMUSG00000091277,Gm1818,predicted gene 1818,1.530226564,2.22E-05,0.00024016,2,5.262347537
ENSMUSG00000020952,Scfd1,Sec1 family domain containing 1,1.631954454,1.86E-10,8.41E-09,2,6.920800351
ENSMUSG00000020955,Ap4s1,"adaptor-related protein complex AP-4, sigma 1",1.235136272,0.001408625,0.007826116,2,4.866001584
ENSMUSG00000044408,Sptssa,"serine palmitoyltransferase, small subunit A",1.165805776,9.30E-07,1.57E-05,2,7.057117712
ENSMUSG00000073079,Srp54a,signal recognition particle 54A,1.747604748,0.004612339,0.020711386,2,3.214212408
ENSMUSG00000021022,Ppp2r3c,"protein phosphatase 2, regulatory subunit B'', gamma",1.271774885,0.007131223,0.029148463,2,4.471128744
ENSMUSG00000021023,Prorp,protein only RNase P catalytic subunit,1.653774349,1.36E-06,2.18E-05,2,5.150380583
ENSMUSG00000021024,Psma6,proteasome subunit alpha 6,1.704155678,8.99E-14,8.59E-12,2,7.934224316
ENSMUSG00000021025,Nfkbia,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha",1.609920459,1.44E-11,8.44E-10,2,6.863360732
ENSMUSG00000021028,Mbip,MAP3K12 binding inhibitory protein 1,1.81384529,0.001092013,0.006297818,2,3.294822498
ENSMUSG00000035472,Slc25a21,"solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21",1.147185003,0.000338314,0.002381992,2,5.655021024
ENSMUSG00000020993,Trappc6b,trafficking protein particle complex 6B,1.151581063,0.000178728,0.001388943,2,5.997379432
ENSMUSG00000066487,Gm5786,predicted pseudogene 5786,2.363996097,0.001718956,0.009228995,2,2.364075809
ENSMUSG00000091905,Dnajb6-ps,"DnaJ heat shock protein family (Hsp40) member B6, pseudogene",1.114184235,0.00649002,0.027088589,2,5.242160914
ENSMUSG00000021067,Sav1,salvador family WW domain containing 1,1.634442019,1.18E-05,0.000141272,2,4.892147242
ENSMUSG00000021079,Timm9,translocase of inner mitochondrial membrane 9,1.515565285,1.27E-05,0.000149616,2,5.634344674
ENSMUSG00000021094,Dhrs7,dehydrogenase/reductase (SDR family) member 7,1.495904117,1.34E-06,2.16E-05,2,7.539142183
ENSMUSG00000021103,Mnat1,menage a trois 1,1.154665367,0.007893008,0.031445583,2,4.285673282
ENSMUSG00000034442,Trmt5,TRM5 tRNA methyltransferase 5,1.491062059,0.004072276,0.018760533,2,4.285673282
ENSMUSG00000066441,Rdh11,retinol dehydrogenase 11,1.282498247,3.80E-06,5.34E-05,2,7.391521755
ENSMUSG00000059060,Rad51b,RAD51 paralog B,1.89123551,2.37E-05,0.000254783,2,4.986141607
ENSMUSG00000021221,Dpf3,"D4, zinc and double PHD fingers, family 3",3.632620814,0.002759226,0.013770739,2,0.943804374
ENSMUSG00000072946,Ptgr2,prostaglandin reductase 2,1.12491823,1.96E-06,2.98E-05,2,7.319500936
ENSMUSG00000085793,Lin52,lin-52 homolog (C. elegans),1.294336424,0.011644372,0.042963242,2,4.342286967
ENSMUSG00000021242,Npc2,NPC intracellular cholesterol transporter 2,1.017449784,5.38E-05,0.000513464,2,7.75226384
ENSMUSG00000021039,Snw1,SNW domain containing 1,1.176152798,0.000126265,0.001041789,2,6.011705847
ENSMUSG00000021185,Dglucy,D-glutamate cyclase,1.073524189,4.80E-06,6.51E-05,2,7.290956629
ENSMUSG00000091931,Gon7,GON7 subunit of KEOPS complex,2.017059824,0.013372738,0.048042942,2,2.490048994
ENSMUSG00000064215,Ifi27,"interferon, alpha-inducible protein 27",2.13685773,1.23E-10,5.75E-09,2,7.274957706
ENSMUSG00000021102,Glrx5,glutaredoxin 5,1.712173011,3.17E-12,2.15E-10,2,8.202339331
ENSMUSG00000044715,Gskip,GSK3B interacting protein,1.322726432,0.001900399,0.010059412,2,4.37642021
ENSMUSG00000021270,Hsp90aa1,"heat shock protein 90, alpha (cytosolic), class A member 1",1.276713832,6.77E-05,0.000623629,2,7.862351366
ENSMUSG00000060950,Trmt61a,tRNA methyltransferase 61A,1.541256595,0.007717643,0.030965208,2,3.646288077
ENSMUSG00000037787,Coa8,cytochrome c oxidase assembly factor 8,1.205009975,0.000381369,0.00263295,2,5.319544739
ENSMUSG00000105928,Gm9256,predicted gene 9256,1.806794888,0.000170098,0.001335986,2,4.103223447
ENSMUSG00000022181,C6,complement component 6,1.451993728,0.01194869,0.043813039,2,8.051690747
ENSMUSG00000022151,Ttc33,tetratricopeptide repeat domain 33,1.200694461,3.74E-05,0.000376291,2,5.986008736
ENSMUSG00000072664,Ugt3a1,"UDP glycosyltransferases 3 family, polypeptide A1",1.682895564,8.22E-10,3.12E-08,2,8.29144206
ENSMUSG00000049152,Ugt3a2,"UDP glycosyltransferases 3 family, polypeptide A2",1.534429966,2.27E-13,2.02E-11,2,10.59509196
ENSMUSG00000022270,Retreg1,reticulophagy regulator 1,1.472802292,1.59E-06,2.48E-05,2,7.499002753
ENSMUSG00000052253,Zfp622,zinc finger protein 622,1.309547437,0.000196412,0.001503333,2,6.383614572
ENSMUSG00000022236,Ropn1l,ropporin 1-like,1.071354308,0.012047844,0.044137564,2,4.527008816
ENSMUSG00000022261,Sdc2,syndecan 2,1.558770645,2.29E-10,9.95E-09,2,9.246281646
ENSMUSG00000058600,Rpl30,ribosomal protein L30,1.270378129,3.82E-05,0.000382424,2,5.762176549
ENSMUSG00000022323,Rida,reactive intermediate imine deaminase A homolog,1.723697169,1.90E-14,2.19E-12,2,10.64564273
ENSMUSG00000022300,Dcaf13,DDB1 and CUL4 associated factor 13,1.309145764,6.07E-06,7.92E-05,2,6.232324233
ENSMUSG00000022304,Dpys,dihydropyrimidinase,1.414084556,1.94E-13,1.77E-11,2,9.76095617
ENSMUSG00000022336,Eif3e,"eukaryotic translation initiation factor 3, subunit E",1.308782821,7.45E-09,2.15E-07,2,7.897020571
ENSMUSG00000059586,Nsmce2,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase",1.313078898,0.004243654,0.019363521,2,4.136922233
ENSMUSG00000036944,Tmem71,transmembrane protein 71,2.22108979,0.003777575,0.017648312,2,2.221132572
ENSMUSG00000115868,Gm2999,predicted gene 2999,1.897474871,5.19E-08,1.23E-06,2,5.709593424
ENSMUSG00000022587,Ly6e,"lymphocyte antigen 6 complex, locus E",1.005086132,0.000163896,0.001295538,2,8.894831412
ENSMUSG00000075602,Ly6a,"lymphocyte antigen 6 complex, locus A",2.471470872,3.73E-05,0.000375131,2,3.424581705
ENSMUSG00000022575,Gsdmd,gasdermin D,1.057682542,0.001742687,0.009339903,2,5.316095946
ENSMUSG00000022574,Naprt,nicotinate phosphoribosyltransferase,1.271530083,2.20E-09,7.34E-08,2,7.975653443
ENSMUSG00000034429,Zfp707,zinc finger protein 707,1.158457698,0.001266754,0.007152959,2,5.245186478
ENSMUSG00000063268,Parp10,"poly (ADP-ribose) polymerase family, member 10",1.373665195,9.60E-05,0.000829327,2,5.687912035
ENSMUSG00000034259,Exosc4,exosome component 4,1.775450252,6.82E-08,1.56E-06,2,5.379282947
ENSMUSG00000022552,Sharpin,SHANK-associated RH domain interacting protein,1.256840374,1.33E-05,0.000155772,2,5.953940111
ENSMUSG00000022553,Maf1,"MAF1 homolog, negative regulator of RNA polymerase III",1.716678024,3.42E-06,4.87E-05,2,5.245186478
ENSMUSG00000022560,Slc52a2,"solute carrier protein 52, member 2",1.170771871,0.012986873,0.046955155,2,4.650120859
ENSMUSG00000022550,Adck5,aarF domain containing kinase 5,1.164812331,0.006210098,0.026113072,2,5.464203217
ENSMUSG00000053929,Cyhr1,cysteine and histidine rich 1,1.04162846,5.03E-06,6.79E-05,2,7.390778684
ENSMUSG00000003970,Rpl8,ribosomal protein L8,1.318973514,1.25E-10,5.85E-09,2,9.24669685
ENSMUSG00000071711,Mpst,mercaptopyruvate sulfurtransferase,1.287829939,3.31E-09,1.04E-07,2,8.120912562
ENSMUSG00000115867,Gm17753,"predicted gene, 17753",1.633596198,4.37E-05,0.000429366,2,4.613539709
ENSMUSG00000033020,Polr2f,polymerase (RNA) II (DNA directed) polypeptide F,1.10191738,0.001920193,0.01014691,2,5.059942508
ENSMUSG00000042622,Maff,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)",1.875452527,0.000975346,0.005717798,2,3.409557376
ENSMUSG00000055065,Ddx17,DEAD box helicase 17,1.398197195,1.91E-11,1.09E-09,2,8.376649307
ENSMUSG00000060036,Rpl3,ribosomal protein L3,1.007055001,0.000145305,0.001170157,2,6.549137036
ENSMUSG00000042406,Atf4,activating transcription factor 4,1.67880282,7.03E-12,4.53E-10,2,7.562713228
ENSMUSG00000061360,Phf5a,PHD finger protein 5A,1.206171693,0.000804435,0.004876811,2,5.343525221
ENSMUSG00000116130,Gm49431,"predicted gene, 49431",2.415126344,6.43E-06,8.29E-05,2,3.273642518
ENSMUSG00000068083,Cyp2d40,"cytochrome P450, family 2, subfamily d, polypeptide 40",1.346091031,1.44E-07,3.04E-06,2,7.595870441
ENSMUSG00000022445,Cyp2d26,"cytochrome P450, family 2, subfamily d, polypeptide 26",1.516462635,7.78E-09,2.23E-07,2,11.60374477
ENSMUSG00000022437,Samm50,SAMM50 sorting and assembly machinery component,1.290682562,5.18E-08,1.23E-06,2,8.210197968
ENSMUSG00000035845,Alg12,"asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase)",1.391903231,0.001604081,0.008709668,2,4.778293583
ENSMUSG00000067713,Prkag1,"protein kinase, AMP-activated, gamma 1 non-catalytic subunit",1.493806218,0.000832561,0.005022837,2,4.581762659
ENSMUSG00000043091,Tuba1c,"tubulin, alpha 1C",1.85925607,8.06E-12,5.12E-10,2,7.435456267
ENSMUSG00000038009,Dnajc22,DnaJ heat shock protein family (Hsp40) member C22,1.554148756,1.01E-12,7.82E-11,2,8.453960961
ENSMUSG00000054619,Mettl7a1,methyltransferase like 7A1,1.700617899,2.85E-13,2.45E-11,2,9.723299715
ENSMUSG00000023031,Cela1,"chymotrypsin-like elastase family, member 1",1.434842767,0.001433642,0.007926148,2,4.173668047
ENSMUSG00000023055,Calcoco1,calcium binding and coiled coil domain 1,1.146557687,9.00E-06,0.000111891,2,6.303853229
ENSMUSG00000039646,Vasn,vasorin,1.053463505,0.006717246,0.027822196,2,4.719359594
ENSMUSG00000023143,Nagpa,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,1.549199529,3.87E-06,5.42E-05,2,5.505000789
ENSMUSG00000043140,Tmem186,transmembrane protein 186,1.525400402,7.17E-05,0.000653868,2,5.267118287
ENSMUSG00000005846,Rsl1d1,ribosomal L1 domain containing 1,1.10435751,0.000309113,0.002207649,2,6.24554671
ENSMUSG00000022677,Cep20,centrosomal protein 20,1.960363298,2.12E-11,1.20E-09,2,5.654565956
ENSMUSG00000022671,Mzt2,mitotic spindle organizing protein 2,1.671329545,7.39E-06,9.41E-05,2,4.959037964
